"gloss_english","n_languages_with_gloss_data","n_languages_covered","languages_covered","in_english_4000","n_languages_covered_plus_english","includes_hack_translation","avg_percentile_across_covering_langs","words"
"commerce",12,1,"Portuguese",FALSE,1,FALSE,0.507190459487899,"Portuguese:comércio"
"high",12,1,"Portuguese",FALSE,1,FALSE,0.507190459487899,"Portuguese:alta"
"master",12,1,"Portuguese",FALSE,1,FALSE,0.507190459487899,"Portuguese:mestre"
"miter",12,1,"Polish",FALSE,1,FALSE,0.506369426751592,"Polish:mitra"
"institution; establishment",12,1,"Russian",FALSE,1,FALSE,0.506198347107438,"Russian:учреждение"
"post / fasting",12,1,"Russian",FALSE,1,FALSE,0.506198347107438,"Russian:пост"
"click",12,1,"Polish",FALSE,1,FALSE,0.50583864118896,"Polish:kliknięcie"
"stale",12,1,"Polish",FALSE,1,FALSE,0.50583864118896,"Polish:czerstwy"
"citizenship",12,1,"Galician",FALSE,1,FALSE,0.505802707930368,"Galician:cidadanía"
"commission",12,1,"Galician",FALSE,1,FALSE,0.505802707930368,"Galician:comisión"
"abbey",12,1,"Portuguese",FALSE,1,FALSE,0.505612065941775,"Portuguese:abadia"
"dustpan",12,1,"Portuguese",FALSE,1,FALSE,0.505612065941775,"Portuguese:apanhador"
"seabream",12,1,"Portuguese",FALSE,1,FALSE,0.505612065941775,"Portuguese:pargo"
"matter arrangement",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.504854368932039,"Chinese_Simplified:事宜"
"nitrogen",12,1,"Spanish",FALSE,1,FALSE,0.504452359750668,"Spanish:nitrógeno"
"thaw",12,1,"Polish",FALSE,1,FALSE,0.504246284501062,"Polish:odwilż"
"thunder",12,1,"Polish",FALSE,1,FALSE,0.504246284501062,"Polish:grzmot"
"trapezium",12,1,"Polish",FALSE,1,FALSE,0.504246284501062,"Polish:trapez"
"wretch",12,1,"Polish",FALSE,1,FALSE,0.504246284501062,"Polish:biedak"
"state (us); staff, personnel",12,1,"Russian",FALSE,1,FALSE,0.503615702479339,"Russian:штат"
"notary",12,1,"German",FALSE,1,TRUE,0.503,"German:Notar"
"khaki",12,1,"Polish",FALSE,1,FALSE,0.502830856334041,"Polish:khaki"
"heather",12,1,"Portuguese",FALSE,1,FALSE,0.502806032970887,"Portuguese:urze"
"local",12,1,"Portuguese",FALSE,1,FALSE,0.502806032970887,"Portuguese:local"
"reporting",12,1,"Portuguese",FALSE,1,FALSE,0.502806032970887,"Portuguese:reportagem"
"thesis",12,1,"Portuguese",FALSE,1,FALSE,0.502806032970887,"Portuguese:tese"
"common people",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.502392344497608,"Chinese_Simplified:百姓"
"family matter",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.502392344497608,"Chinese_Simplified:家事"
"flat-top house",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.502392344497608,"Chinese_Simplified:平房"
"life span",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.502392344497608,"Chinese_Simplified:寿命"
"tea leaf",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.502392344497608,"Chinese_Simplified:茶叶"
"the emperor",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.502392344497608,"Chinese_Simplified:皇上"
"bonus, cousin",12,1,"Spanish",FALSE,1,FALSE,0.501780943900267,"Spanish:prima"
"debt; duty",12,1,"Russian",FALSE,1,FALSE,0.501549586776859,"Russian:долг"
"subject; individual (often pejorative)",12,1,"Russian",FALSE,1,FALSE,0.501549586776859,"Russian:субъект"
"macaque",12,1,"Turkish",FALSE,1,FALSE,0.501362397820163,"Turkish:şebek"
"press (media)",12,1,"Russian",FALSE,1,FALSE,0.501077586206897,"Russian:пресса"
"scenario; script",12,1,"Russian",FALSE,1,FALSE,0.501077586206897,"Russian:сценарий"
"installation",12,1,"Portuguese",FALSE,1,FALSE,0.500701508242722,"Portuguese:instalação"
"photographic",12,1,"Portuguese",FALSE,1,FALSE,0.500701508242722,"Portuguese:fotográfico"
"smooth-hound fish",12,1,"Portuguese",FALSE,1,FALSE,0.500701508242722,"Portuguese:cação"
"breach",12,1,"Polish",FALSE,1,FALSE,0.5,"Polish:wyłom"
"libertine",12,1,"French",FALSE,1,FALSE,0.5,"French:libertin"
"mini",12,1,"Polish",FALSE,1,FALSE,0.499646142958245,"Polish:mini"
"adoption",12,1,"Spanish",FALSE,1,FALSE,0.499554764024933,"Spanish:adopción"
"weather",12,1,"Russian",FALSE,1,FALSE,0.499202249770432,"Russian:погода"
"raffle",12,1,"Portuguese",FALSE,1,FALSE,0.498596983514556,"Portuguese:sorteio"
"percent",12,1,"Russian",FALSE,1,FALSE,0.49845041322314,"Russian:процент"
"flu",12,1,"Polish",FALSE,1,FALSE,0.498407643312102,"Polish:grypa"
"hiccup",12,1,"Polish",FALSE,1,FALSE,0.498407643312102,"Polish:czkawka"
"brake",12,1,"French",FALSE,1,FALSE,0.498130841121495,"French:frein"
"fang",12,1,"French",FALSE,1,FALSE,0.498130841121495,"French:croc"
"economy",12,1,"Galician",FALSE,1,FALSE,0.498065764023211,"Galician:economía"
"format",12,1,"Galician",FALSE,1,FALSE,0.498065764023211,"Galician:formato"
"from a coruña",12,1,"Galician",FALSE,1,FALSE,0.498065764023211,"Galician:coruñés"
"vital point",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.497938152988208,"Chinese_Simplified:要害"
"summary",12,1,"Portuguese",FALSE,1,FALSE,0.497720098211154,"Portuguese:resumo"
"presenter",12,1,"Spanish",FALSE,1,FALSE,0.497328584149599,"Spanish:presentador"
"announcement; advertisement",12,1,"Russian",FALSE,1,FALSE,0.497222222222222,"Russian:объявление"
"elderly",12,1,"Russian",FALSE,1,FALSE,0.497222222222222,"Russian:пожилой"
"invitation",12,1,"Russian",FALSE,1,FALSE,0.497222222222222,"Russian:приглашение"
"scholarship",12,1,"Polish",FALSE,1,FALSE,0.496815286624204,"Polish:stypendium"
"filming; shooting; survey",12,1,"Russian",FALSE,1,FALSE,0.49676724137931,"Russian:съёмка"
"medicine; drug",12,1,"Russian",FALSE,1,FALSE,0.496567688378033,"Russian:лекарство"
"security; protection",12,1,"Russian",FALSE,1,FALSE,0.496384297520661,"Russian:охрана"
"amount",12,1,"Portuguese",FALSE,1,FALSE,0.49631708172571,"Portuguese:montante"
"juggle",12,1,"Portuguese",FALSE,1,FALSE,0.49631708172571,"Portuguese:malabarismo"
"technical",12,1,"Portuguese",FALSE,1,FALSE,0.49631708172571,"Portuguese:técnico"
"sedimentary",12,1,"Turkish",FALSE,1,FALSE,0.49591280653951,"Turkish:tortul"
"flank",12,1,"Polish",FALSE,1,FALSE,0.495222929936306,"Polish:bok"
"prof",12,1,"Polish",FALSE,1,FALSE,0.495222929936306,"Polish:profesor"
"sexy and glamorous",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.494417862838915,"Chinese_Simplified:媚态"
"advertisement; commercial",12,1,"Russian",FALSE,1,FALSE,0.494318181818182,"Russian:реклама"
"platform; site",12,1,"Russian",FALSE,1,FALSE,0.494318181818182,"Russian:площадка"
"cripple",12,1,"German",FALSE,1,TRUE,0.494,"German:Krüppel"
"mire",12,1,"German",FALSE,1,TRUE,0.494,"German:Morast"
"agrarian",12,1,"Galician",FALSE,1,FALSE,0.493713733075435,"Galician:agrario"
"coverage",12,1,"Galician",FALSE,1,FALSE,0.493713733075435,"Galician:cobertura"
"literary",12,1,"Galician",FALSE,1,FALSE,0.493713733075435,"Galician:literario"
"request",12,1,"Galician",FALSE,1,FALSE,0.493713733075435,"Galician:solicitude"
"teaching",12,1,"Galician",FALSE,1,FALSE,0.493713733075435,"Galician:ensino"
"prose",12,1,"Russian",FALSE,1,FALSE,0.493534482758621,"Russian:проза"
"wild animal",12,1,"French",FALSE,1,FALSE,0.492990654205608,"French:fauve"
"laurel",12,1,"Polish",FALSE,1,FALSE,0.492922859164897,"Polish:laur"
"scepter",12,1,"Polish",FALSE,1,FALSE,0.492922859164897,"Polish:buzdygan"
"peak, summit, apex",12,1,"Russian",FALSE,1,FALSE,0.492768595041322,"Russian:вершина"
"nazi",12,1,"German",FALSE,1,TRUE,0.492,"German:Nazi"
"articulation",12,1,"Portuguese",FALSE,1,FALSE,0.491581901087338,"Portuguese:articulação"
"cold",12,1,"Portuguese",FALSE,1,FALSE,0.491581901087338,"Portuguese:frio"
"comrade",12,1,"Portuguese",FALSE,1,FALSE,0.491581901087338,"Portuguese:camarada"
"italian",12,1,"Portuguese",FALSE,1,FALSE,0.491581901087338,"Portuguese:italiano"
"proof",12,1,"Portuguese",FALSE,1,FALSE,0.491581901087338,"Portuguese:prova"
"jew",12,1,"Polish",FALSE,1,FALSE,0.491330502476999,"Polish:żyd"
"dispicable",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.491228070175439,"Chinese_Simplified:卑贱"
"point; dot; period",12,1,"Russian",FALSE,1,FALSE,0.491219008264463,"Russian:точка"
"snorting",12,1,"Russian",FALSE,1,FALSE,0.490740740740741,"Russian:фырканье"
"confidence",12,1,"Spanish",FALSE,1,FALSE,0.490204808548531,"Spanish:acierto"
"get married",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.489333096030419,"Chinese_Simplified:成亲"
"illness, disease",12,1,"Russian",FALSE,1,FALSE,0.488636363636364,"Russian:болезнь"
"contamination",12,1,"Spanish",FALSE,1,FALSE,0.488429315360049,"Spanish:contaminación"
"task",12,1,"Galician",FALSE,1,FALSE,0.488394584139265,"Galician:tarefa"
"jail / prison",12,1,"Polish",FALSE,1,FALSE,0.488322717622081,"Polish:więzienie"
"married couple",12,1,"Polish",FALSE,1,FALSE,0.488322717622081,"Polish:małżonkowie"
"squabble",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.488150030628632,"Chinese_Simplified:争吵"
"proposal",12,1,"Galician",FALSE,1,FALSE,0.48742746615087,"Galician:proposta"
"despotic",12,1,"French",FALSE,1,FALSE,0.48728813559322,"French:despotique"
"ungrateful",12,1,"French",FALSE,1,FALSE,0.48728813559322,"French:ingrat"
"appointment",12,1,"Portuguese",FALSE,1,FALSE,0.486671343388285,"Portuguese:consulta"
"cerebral",12,1,"Portuguese",FALSE,1,FALSE,0.486671343388285,"Portuguese:cerebral"
"hunk",12,1,"Portuguese",FALSE,1,FALSE,0.486671343388285,"Portuguese:naco"
"vowel",12,1,"Portuguese",FALSE,1,FALSE,0.486671343388285,"Portuguese:vogal"
"white lily",12,1,"Portuguese",FALSE,1,FALSE,0.486671343388285,"Portuguese:açucena"
"creatures",12,1,"German",FALSE,1,TRUE,0.4865,"German:Getier"
"campaign speech",12,1,"Italian",FALSE,1,FALSE,0.486394557823129,"Italian:comizio"
"artisan",12,1,"Spanish",FALSE,1,FALSE,0.485752448797863,"Spanish:artesana"
"rise",12,1,"Spanish",FALSE,1,FALSE,0.485752448797863,"Spanish:subida"
"errode",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.485645933014354,"Chinese_Simplified:腐蚀"
"traffic jam",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.485645933014354,"Chinese_Simplified:堵车"
"substance, matter",12,1,"Russian",FALSE,1,FALSE,0.485537190082645,"Russian:вещество"
"french horn",12,1,"French",FALSE,1,FALSE,0.485046728971963,"French:cor"
"self-catering flat",12,1,"French",FALSE,1,FALSE,0.485046728971963,"French:gîte"
"anniversary",12,1,"Galician",FALSE,1,FALSE,0.485009671179884,"Galician:aniversario"
"proper",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.484998868672152,"Chinese_Simplified:适度"
"outdoors",12,1,"Polish",FALSE,1,FALSE,0.484607218683652,"Polish:plener"
"sultan",12,1,"Polish",FALSE,1,FALSE,0.484607218683652,"Polish:sułtan"
"gothic",12,1,"Portuguese",FALSE,1,FALSE,0.483163802174676,"Portuguese:gótico"
"troop",12,1,"Galician",FALSE,1,FALSE,0.483075435203095,"Galician:tropa"
"muzzle; face (colloquial)",12,1,"Russian",FALSE,1,FALSE,0.482758620689655,"Russian:морда"
"thistle",12,1,"Portuguese",FALSE,1,FALSE,0.482681558286397,"Portuguese:cardo"
"stiff",12,1,"Spanish",FALSE,1,FALSE,0.482635796972395,"Spanish:tieso"
"to bloom; to flourish (imperf.)",12,1,"Russian",FALSE,1,FALSE,0.482407407407407,"Russian:цвести"
"turn",12,1,"Russian",FALSE,1,FALSE,0.481921487603306,"Russian:поворот"
"love",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.481658692185008,"Chinese_Simplified:爱情"
"driveway",12,1,"German",FALSE,1,TRUE,0.4815,"German:Einfahrt"
"meeting; conference",12,1,"Russian",FALSE,1,FALSE,0.480603448275862,"Russian:совещание"
"chant",12,1,"Portuguese",FALSE,1,FALSE,0.480533146264469,"Portuguese:cântico"
"creditor",12,1,"Portuguese",FALSE,1,FALSE,0.480533146264469,"Portuguese:credor"
"load",12,1,"Portuguese",FALSE,1,FALSE,0.480533146264469,"Portuguese:carga"
"patrimony",12,1,"Portuguese",FALSE,1,FALSE,0.480533146264469,"Portuguese:património"
"instrument / utensil",12,1,"Polish",FALSE,1,FALSE,0.48036093418259,"Polish:przyrząd"
"polish",12,1,"Polish",FALSE,1,FALSE,0.48036093418259,"Polish:nabłyszczacz"
"tropics",12,1,"Polish",FALSE,1,FALSE,0.48036093418259,"Polish:tropiki"
"broken car",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.48006379585327,"Chinese_Simplified:车裂"
"particle",12,1,"Galician",FALSE,1,FALSE,0.479690522243714,"Galician:partícula"
"purpose",12,1,"Galician",FALSE,1,FALSE,0.479690522243714,"Galician:finalidade"
"house, home",12,1,"Russian",FALSE,1,FALSE,0.479338842975207,"Russian:дом"
"abandonment",12,1,"Spanish",FALSE,1,FALSE,0.479067418851525,"Spanish:abandono"
"radical",12,1,"Polish",FALSE,1,FALSE,0.478414720452937,"Polish:rodnik"
"tandem",12,1,"Polish",FALSE,1,FALSE,0.478060863411182,"Polish:tandem"
"slalom",12,1,"German",FALSE,1,TRUE,0.478,"German:Slalom"
"dissertation",12,1,"Spanish",FALSE,1,FALSE,0.477738201246661,"Spanish:disertación"
"disturbance",12,1,"Spanish",FALSE,1,FALSE,0.477738201246661,"Spanish:disturbio"
"patronage",12,1,"Spanish",FALSE,1,FALSE,0.477738201246661,"Spanish:patronato"
"agency, department",12,1,"Russian",FALSE,1,FALSE,0.477278895274585,"Russian:ведомство"
"blow; strike; impact",12,1,"Russian",FALSE,1,FALSE,0.477272727272727,"Russian:удар"
"begonia",12,1,"Portuguese",FALSE,1,FALSE,0.47720098211154,"Portuguese:begónia"
"crash",12,1,"Portuguese",FALSE,1,FALSE,0.47720098211154,"Portuguese:colisão"
"dry",12,1,"Portuguese",FALSE,1,FALSE,0.47720098211154,"Portuguese:seco"
"hygiene",12,1,"Portuguese",FALSE,1,FALSE,0.47720098211154,"Portuguese:higiene"
"poll",12,1,"Portuguese",FALSE,1,FALSE,0.47720098211154,"Portuguese:votação"
"bridal couple",12,1,"Polish",FALSE,1,FALSE,0.476822363765039,"Polish:nowożeńcy"
"firm",12,1,"Polish",FALSE,1,FALSE,0.476822363765039,"Polish:firma"
"aviation, air force",12,1,"Russian",FALSE,1,FALSE,0.476293103448276,"Russian:авиация"
"decree; edict",12,1,"Russian",FALSE,1,FALSE,0.476293103448276,"Russian:указ"
"establishment, institution",12,1,"Russian",FALSE,1,FALSE,0.476293103448276,"Russian:заведение"
"device; arrangement; structure",12,1,"Russian",FALSE,1,FALSE,0.475883838383838,"Russian:устройство"
"certainty",12,1,"Galician",FALSE,1,FALSE,0.475822050290135,"Galician:certeza"
"exterior",12,1,"Galician",FALSE,1,FALSE,0.475822050290135,"Galician:exterior"
"étiquette",12,1,"French",FALSE,1,FALSE,0.475700934579439,"French:tag"
"river bank",12,1,"French",FALSE,1,FALSE,0.475700934579439,"French:rive"
"reality",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.47565851558749,"Chinese_Simplified:现实"
"team; command",12,1,"Russian",FALSE,1,FALSE,0.475206611570248,"Russian:команда"
"steroid",12,1,"Portuguese",FALSE,1,FALSE,0.474745703262013,"Portuguese:esteróide"
"sunday",12,1,"Portuguese",FALSE,1,FALSE,0.474745703262013,"Portuguese:domingo"
"border, boundary",12,1,"Russian",FALSE,1,FALSE,0.474447122742577,"Russian:граница"
"cartoon",12,1,"Polish",FALSE,1,FALSE,0.474168435951875,"Polish:kreskówka"
"hormone",12,1,"Turkish",FALSE,1,FALSE,0.474114441416894,"Turkish:hormon"
"security",12,1,"Galician",FALSE,1,FALSE,0.473887814313346,"Galician:seguridade"
"flower bed",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.473684210526316,"Chinese_Simplified:花坛"
"lose oneself",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.473684210526316,"Chinese_Simplified:失身"
"purgatory",12,1,"Spanish",FALSE,1,FALSE,0.473285841495993,"Spanish:purgatorio"
"semester",12,1,"Portuguese",FALSE,1,FALSE,0.472641178533848,"Portuguese:semestre"
"branch (tree, family, science)",12,1,"Russian",FALSE,1,FALSE,0.47198275862069,"Russian:ветвь"
"chorus",12,1,"Italian",FALSE,1,FALSE,0.471655328798186,"Italian:coro"
"hail",12,1,"Italian",FALSE,1,FALSE,0.471655328798186,"Italian:grandine"
"stoner",12,1,"German",FALSE,1,TRUE,0.4715,"German:Kiffer"
"acceleration",12,1,"Italian",FALSE,1,FALSE,0.471385542168675,"Italian:accelerazione"
"solution",12,1,"Italian",FALSE,1,FALSE,0.471385542168675,"Italian:soluzione"
"principle",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.470873786407767,"Chinese_Simplified:原理"
"scholar",12,1,"Italian",FALSE,1,FALSE,0.470814132104455,"Italian:studioso"
"arrest",12,1,"Polish",FALSE,1,FALSE,0.470629865534324,"Polish:areszt"
"scalding",12,1,"Polish",FALSE,1,FALSE,0.470629865534324,"Polish:oparzenie"
"to dent",12,1,"Polish",FALSE,1,FALSE,0.470629865534324,"Polish:wgniecenia"
"device / adaptation",12,1,"Russian",FALSE,1,FALSE,0.47037037037037,"Russian:приспособление"
"oath, vow",12,1,"Russian",FALSE,1,FALSE,0.47037037037037,"Russian:клятва"
"shade; nuance",12,1,"Russian",FALSE,1,FALSE,0.47037037037037,"Russian:оттенок"
"cardiac",12,1,"Portuguese",FALSE,1,FALSE,0.470361276745002,"Portuguese:cardíaco"
"crispy",12,1,"Portuguese",FALSE,1,FALSE,0.470361276745002,"Portuguese:estaladiço"
"despicable",12,1,"French",FALSE,1,FALSE,0.470338983050847,"French:abject"
"placid",12,1,"French",FALSE,1,FALSE,0.470338983050847,"French:placide"
"tingling",12,1,"Spanish",FALSE,1,FALSE,0.470169189670525,"Spanish:hormigueo"
"campaign; company (business)",12,1,"Russian",FALSE,1,FALSE,0.469827586206897,"Russian:кампания"
"authorities; management",12,1,"Russian",FALSE,1,FALSE,0.46900826446281,"Russian:начальство"
"dressing room",12,1,"French",FALSE,1,FALSE,0.468224299065421,"French:loge"
"mug (for drinking)",12,1,"French",FALSE,1,FALSE,0.468224299065421,"French:chope"
"meeting; collection",12,1,"Russian",FALSE,1,FALSE,0.46797520661157,"Russian:собрание"
"gulp",12,1,"Polish",FALSE,1,FALSE,0.467445152158528,"Polish:łyk"
"sheath/vagina",12,1,"Polish",FALSE,1,FALSE,0.467445152158528,"Polish:osłona"
"thing",12,1,"Polish",FALSE,1,FALSE,0.467445152158528,"Polish:rzecz"
"degenerate",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.467304625199362,"Chinese_Simplified:退化"
"critic",12,1,"Turkish",FALSE,1,FALSE,0.467302452316076,"Turkish:eleştirmen"
"imprint",12,1,"German",FALSE,1,TRUE,0.467,"German:Abdruck"
"catastrophe",12,1,"Portuguese",FALSE,1,FALSE,0.466152227288671,"Portuguese:catástrofe"
"combat",12,1,"Portuguese",FALSE,1,FALSE,0.466152227288671,"Portuguese:combate"
"exhibit",12,1,"Portuguese",FALSE,1,FALSE,0.466152227288671,"Portuguese:exposição"
"mathematics",12,1,"Portuguese",FALSE,1,FALSE,0.466152227288671,"Portuguese:matemática"
"feminism",12,1,"Galician",FALSE,1,FALSE,0.46615087040619,"Galician:feminismo"
"reaction",12,1,"Galician",FALSE,1,FALSE,0.46615087040619,"Galician:reacción"
"growth; height",12,1,"Russian",FALSE,1,FALSE,0.465870829507193,"Russian:рост"
"sickman",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.465709728867624,"Chinese_Simplified:病人"
"drunkard",12,1,"German",FALSE,1,TRUE,0.4645,"German:Säufer"
"pessimism",12,1,"Spanish",FALSE,1,FALSE,0.464381121994657,"Spanish:pesimismo"
"movement",12,1,"Russian",FALSE,1,FALSE,0.464359504132231,"Russian:движение"
"native product",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.464114832535885,"Chinese_Simplified:国货"
"mob",12,1,"Polish",FALSE,1,FALSE,0.463906581740977,"Polish:tłum"
"brie cheese",12,1,"French",FALSE,1,FALSE,0.463084112149533,"French:brie"
"carat",12,1,"Portuguese",FALSE,1,FALSE,0.462995440196422,"Portuguese:quilate"
"expense, expenditure",12,1,"Russian",FALSE,1,FALSE,0.462293388429752,"Russian:затрата"
"extreme",12,1,"Galician",FALSE,1,FALSE,0.462282398452611,"Galician:extremo"
"directorial",12,1,"Russian",FALSE,1,FALSE,0.462037037037037,"Russian:режиссёрский"
"barracks",12,1,"Polish",FALSE,1,FALSE,0.461606510969568,"Polish:koszary"
"booty",12,1,"Polish",FALSE,1,FALSE,0.461606510969568,"Polish:łup"
"aviation",12,1,"Portuguese",FALSE,1,FALSE,0.461417046650298,"Portuguese:aviação"
"motion",12,1,"Portuguese",FALSE,1,FALSE,0.461417046650298,"Portuguese:movimento"
"propaganda",12,1,"Portuguese",FALSE,1,FALSE,0.461417046650298,"Portuguese:propaganda"
"radium",12,1,"Turkish",FALSE,1,FALSE,0.460490463215259,"Turkish:radyum"
"heap",12,1,"Italian",FALSE,1,FALSE,0.46031746031746,"Italian:mucchio"
"acquaintance; familiarity",12,1,"Russian",FALSE,1,FALSE,0.460129310344828,"Russian:знакомство"
"internet",12,1,"Russian",FALSE,1,FALSE,0.460129310344828,"Russian:интернет"
"new year's goods",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.460127591706539,"Chinese_Simplified:年货"
"wedding ceremony",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.460127591706539,"Chinese_Simplified:婚宴"
"feelings",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.460114484859522,"Chinese_Simplified:情绪"
"polder",12,1,"Polish",FALSE,1,FALSE,0.46001415428167,"Polish:polder"
"zone, area",12,1,"Russian",FALSE,1,FALSE,0.459710743801653,"Russian:зона"
"pimp",12,1,"Polish",FALSE,1,FALSE,0.459660297239915,"Polish:sutener"
"response",12,1,"Galician",FALSE,1,FALSE,0.459381044487427,"Galician:resposta"
"coating",12,1,"Portuguese",FALSE,1,FALSE,0.459137144861452,"Portuguese:revestimento"
"relic",12,1,"Portuguese",FALSE,1,FALSE,0.459137144861452,"Portuguese:relíquia"
"brokerage",12,1,"Spanish",FALSE,1,FALSE,0.459038290293856,"Spanish:corredora"
"security guards",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.458970739998786,"Chinese_Simplified:警卫"
"one-eyed",12,1,"French",FALSE,1,FALSE,0.458506256930144,"French:borgne"
"offense",12,1,"Russian",FALSE,1,FALSE,0.458333333333333,"Russian:правонарушение"
"technique; technology; equipment",12,1,"Russian",FALSE,1,FALSE,0.458161157024793,"Russian:техника"
"wonder",12,1,"Italian",FALSE,1,FALSE,0.457831325301205,"Italian:stupore"
"emir",12,1,"Polish",FALSE,1,FALSE,0.457537154989384,"Polish:emir"
"transmitter",12,1,"German",FALSE,1,TRUE,0.4575,"German:Sender"
"dark (color)",12,1,"Galician",FALSE,1,FALSE,0.456963249516441,"Galician:mouro"
"mandate",12,1,"Galician",FALSE,1,FALSE,0.456963249516441,"Galician:mandato"
"car crash",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.456902617506333,"Chinese_Simplified:车祸"
"coup",12,1,"Portuguese",FALSE,1,FALSE,0.456681866011926,"Portuguese:golpe"
"fragment",12,1,"Portuguese",FALSE,1,FALSE,0.456681866011926,"Portuguese:fragmento"
"massive",12,1,"Portuguese",FALSE,1,FALSE,0.456681866011926,"Portuguese:maciço"
"baron",12,1,"Polish",FALSE,1,FALSE,0.456298655343241,"Polish:baron"
"herd",12,1,"Polish",FALSE,1,FALSE,0.456298655343241,"Polish:stado"
"reading",12,1,"Russian",FALSE,1,FALSE,0.456095041322314,"Russian:чтение"
"apparatus, device; management; phone",12,1,"Russian",FALSE,1,FALSE,0.455599556167738,"Russian:аппарат"
"link; reference; exile",12,1,"Russian",FALSE,1,FALSE,0.454741379310345,"Russian:ссылка"
"wallonia",12,1,"Polish",FALSE,1,FALSE,0.454706298655343,"Polish:walonia"
"story; tale",12,1,"Russian",FALSE,1,FALSE,0.454617656449553,"Russian:повесть"
"humility",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.454545454545455,"Chinese_Simplified:湿度"
"promoter",12,1,"Portuguese",FALSE,1,FALSE,0.453875833041038,"Portuguese:promotor"
"starving",12,1,"Portuguese",FALSE,1,FALSE,0.453875833041038,"Portuguese:faminto"
"editorial office; edition (of text)",12,1,"Russian",FALSE,1,FALSE,0.453512396694215,"Russian:редакция"
"sulky",12,1,"French",FALSE,1,FALSE,0.453389830508475,"French:boudeur"
"untidy",12,1,"French",FALSE,1,FALSE,0.453389830508475,"French:brouillon"
"chronology",12,1,"Russian",FALSE,1,FALSE,0.452777777777778,"Russian:хронология"
"congratulation",12,1,"Russian",FALSE,1,FALSE,0.452777777777778,"Russian:поздравление"
"deposit; contribution",12,1,"Russian",FALSE,1,FALSE,0.452586206896552,"Russian:вклад"
"praise",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.452429733503308,"Chinese_Simplified:称赞"
"content",12,1,"Galician",FALSE,1,FALSE,0.452127659574468,"Galician:contido"
"width",12,1,"Portuguese",FALSE,1,FALSE,0.451771308312873,"Portuguese:largura"
"burp",12,1,"German",FALSE,1,TRUE,0.4515,"German:Rülpser"
"clod",12,1,"French",FALSE,1,FALSE,0.451401869158878,"French:motte"
"lamb's lettuce",12,1,"French",FALSE,1,FALSE,0.451401869158878,"French:mâche"
"roc",12,1,"French",FALSE,1,FALSE,0.451401869158878,"French:roc"
"serf",12,1,"French",FALSE,1,FALSE,0.451401869158878,"French:serf"
"conclusion; output; removal",12,1,"Russian",FALSE,1,FALSE,0.450929752066116,"Russian:вывод"
"pain; ache",12,1,"Russian",FALSE,1,FALSE,0.450929752066116,"Russian:боль"
"scaffold",12,1,"Polish",FALSE,1,FALSE,0.450636942675159,"Polish:szafot"
"emphasize",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.450558213716108,"Chinese_Simplified:重视"
"from the beginning to the end",12,1,"Chinese_Simplified",FALSE,1,FALSE,0.450558213716108,"Chinese_Simplified:始终"
"saturday",12,1,"Russian",FALSE,1,FALSE,0.450431034482759,"Russian:суббота"
"testimony",12,1,"Portuguese",FALSE,1,FALSE,0.450368291827429,"Portuguese:depoimento"
"defiant",12,1,"Italian",FALSE,1,FALSE,0.450076804915515,"Italian:ribelle"
"daytime",12,1,"Turkish",FALSE,1,FALSE,0.449591280653951,"Turkish:gündüz"
"cokehead",12,1,"German",FALSE,1,TRUE,0.4495,"German:Kokser"
"cure",12,1,"Polish",FALSE,1,FALSE,0.449398443029016,"Polish:lekarstwo"
"dirt/filth / grime",12,1,"Polish",FALSE,1,FALSE,0.449398443029016,"Polish:brud"
"steppes",12,1,"Polish",FALSE,1,FALSE,0.449398443029016,"Polish:stepy"
